SA1_7DIGITCODE_2016,State,div_nm,Formal_votes,ALP_TPP,ALP_TPP_pc,ALP_TPP_swing,LNP_TPP,LNP_TPP_pc,LNP_TPP_swing
6100713,TAS,Franklin,345.1,213.4,61.83,2.9,131.7,38.17,-2.9
6100714,TAS,Franklin,289.9,178.9,61.72,2.47,111,38.28,-2.47
6100715,TAS,Franklin,250.4,156.9,62.65,2.08,93.52,37.35,-2.08
6100716,TAS,Franklin,617.9,359.7,58.22,2.93,258.2,41.78,-2.93
6100717,TAS,Franklin,451.6,264.9,58.65,2.89,186.7,41.35,-2.89
6100718,TAS,Franklin,203.7,128.7,63.2,2.43,74.97,36.8,-2.43
6100719,TAS,Franklin,285.5,183,64.09,2.22,102.5,35.91,-2.22
6100720,TAS,Franklin,283,165.9,58.63,3.05,117.1,41.37,-3.05
6100721,TAS,Franklin,317.3,185.7,58.51,2.71,131.7,41.49,-2.71
6100722,TAS,Franklin,454,286.9,63.19,2.68,167.1,36.81,-2.68
6100723,TAS,Franklin,488.9,300.9,61.54,2.67,188.1,38.46,-2.67
6100801,TAS,Franklin,393.4,243.4,61.87,3.86,150,38.13,-3.86
6100802,TAS,Franklin,424.6,265.7,62.56,3.7,159,37.44,-3.7
6100803,TAS,Franklin,166.6,108,64.81,4.26,58.63,35.19,-4.26
6100804,TAS,Franklin,351,218.1,62.14,3.16,132.9,37.86,-3.16
6100805,TAS,Franklin,530.8,338.8,63.83,3.65,192,36.17,-3.65
6100806,TAS,Franklin,418.6,265,63.31,3.87,153.6,36.69,-3.87
6100807,TAS,Franklin,359.3,232.5,64.71,3.43,126.8,35.29,-3.43
6100808,TAS,Franklin,322.2,206.1,63.96,4.28,116.1,36.04,-4.28
6100809,TAS,Franklin,296.5,176.2,59.43,3.62,120.3,40.57,-3.62
6100810,TAS,Franklin,353.4,228.8,64.74,3.86,124.6,35.26,-3.86
6100811,TAS,Franklin,286.7,165.8,57.83,3.64,120.9,42.17,-3.64
6100812,TAS,Franklin,293.3,190.1,64.8,4.04,103.3,35.2,-4.04
6100813,TAS,Franklin,396.8,238.1,60.01,1.95,158.7,39.99,-1.95
6100814,TAS,Franklin,15.4,10.38,67.38,2.35,5.02,32.62,-2.35
6100815,TAS,Franklin,221.1,136.1,61.54,4.18,85.05,38.46,-4.18
6100816,TAS,Franklin,197.5,123.4,62.47,3.38,74.13,37.53,-3.38
6100817,TAS,Franklin,191.9,118.8,61.92,4.85,73.07,38.08,-4.85
6100901,TAS,Franklin,149.7,100.5,67.14,1.37,49.21,32.86,-1.37
6100902,TAS,Franklin,197.9,136.5,68.95,1.07,61.45,31.05,-1.07
6100903,TAS,Franklin,399.7,271,67.8,1.23,128.7,32.2,-1.23
6100904,TAS,Franklin,305.4,203.9,66.76,4.94,101.5,33.24,-4.94
6100905,TAS,Franklin,165.6,113.9,68.78,1.6,51.71,31.22,-1.6
6100906,TAS,Franklin,320,213.9,66.86,2.34,106,33.14,-2.34
6100907,TAS,Franklin,3.87,2.47,63.77,0.83,1.4,36.23,-0.83
6100908,TAS,Franklin,324.7,216.7,66.74,5.37,108,33.26,-5.37
6100909,TAS,Franklin,184.9,124.6,67.39,2.2,60.29,32.61,-2.2
6100911,TAS,Franklin,289.5,196.2,67.77,1.26,93.31,32.23,-1.26
6100912,TAS,Franklin,178.9,124,69.3,1.49,54.94,30.7,-1.49
6100913,TAS,Franklin,247.3,166,67.12,0.84,81.32,32.88,-0.84
6100914,TAS,Franklin,157.9,107.8,68.25,0.95,50.13,31.75,-0.95
6101001,TAS,Franklin,206.7,146,70.64,-1.99,60.7,29.36,1.99
6101002,TAS,Franklin,115.2,82.13,71.31,-2.05,33.04,28.69,2.05
6101003,TAS,Franklin,248.4,177.9,71.63,-2.08,70.47,28.37,2.08
6101004,TAS,Franklin,9.72,6.05,62.23,0.37,3.67,37.77,-0.37
6101005,TAS,Franklin,156.8,112.3,71.64,-2.37,44.46,28.36,2.37
6101006,TAS,Franklin,205.5,146.7,71.37,-2.03,58.82,28.63,2.03
6101007,TAS,Franklin,192.7,135,70.03,-1.85,57.77,29.97,1.85
6101008,TAS,Franklin,181.2,123.9,68.4,-1.17,57.26,31.6,1.17
6101009,TAS,Franklin,5.86,3.31,56.4,,2.56,43.6,
6101010,TAS,Franklin,189.9,136.9,72.12,-2.25,52.93,27.88,2.25
6101101,TAS,Franklin,132.3,95.25,72,-3.62,37.05,28,3.62
6101102,TAS,Franklin,180.3,127.3,70.61,-3.16,52.98,29.39,3.16
6101103,TAS,Franklin,152.6,112.3,73.59,-3.38,40.3,26.41,3.38
6101105,TAS,Franklin,179.1,128.9,71.98,-3.22,50.17,28.02,3.22
6101106,TAS,Franklin,156.4,115,73.55,-3.29,41.37,26.45,3.29
6101107,TAS,Franklin,121,80.83,66.79,-1.06,40.19,33.21,1.06
6101108,TAS,Franklin,248,177,71.37,-3.28,70.99,28.63,3.28
6101109,TAS,Franklin,207.6,143.8,69.27,-1.96,63.79,30.73,1.96
6101110,TAS,Franklin,184.5,128.3,69.52,-2.46,56.24,30.48,2.46
6101111,TAS,Franklin,196.2,129.7,66.12,0.57,66.48,33.88,-0.57
6101112,TAS,Franklin,226.5,155,68.46,-1.19,71.43,31.54,1.19
6101113,TAS,Franklin,166,120.2,72.45,-3.49,45.71,27.55,3.49
6101114,TAS,Franklin,198.3,145.8,73.54,-3.5,52.47,26.46,3.5
6101115,TAS,Franklin,193.5,137.2,70.87,-3.22,56.36,29.13,3.22
6101116,TAS,Franklin,198.9,138.8,69.81,-2.56,60.04,30.19,2.56
6101117,TAS,Franklin,518.5,335.2,64.65,-0.07,183.3,35.35,0.07
6101118,TAS,Franklin,534.1,348.9,65.31,0.03,185.3,34.69,-0.03
6101201,TAS,Franklin,194.7,126.4,64.89,7.7,68.37,35.11,-7.7
6101202,TAS,Franklin,196.6,127,64.6,6.98,69.59,35.4,-6.98
6101203,TAS,Franklin,242.9,150.1,61.78,2.78,92.81,38.22,-2.78
6101204,TAS,Franklin,307.7,189.6,61.61,1.82,118.1,38.39,-1.82
6101205,TAS,Franklin,364.7,229.4,62.89,2.16,135.4,37.11,-2.16
6101206,TAS,Franklin,229.1,140.9,61.5,1.85,88.19,38.5,-1.85
6101207,TAS,Franklin,171.8,107.1,62.32,2.45,64.76,37.68,-2.45
6101208,TAS,Franklin,324.9,203.2,62.54,2.07,121.7,37.46,-2.07
6101209,TAS,Franklin,83.47,52.37,62.74,2.3,31.11,37.26,-2.3
6101210,TAS,Franklin,402.7,253.1,62.85,2.14,149.6,37.15,-2.14
6101211,TAS,Franklin,81.49,50.01,61.37,1.63,31.48,38.63,-1.63
6101212,TAS,Franklin,255.9,165.3,64.58,6.48,90.67,35.42,-6.48
6101213,TAS,Franklin,293.2,188.4,64.25,6.74,104.8,35.75,-6.74
6102201,TAS,Franklin,236.9,142.8,60.26,1.12,94.16,39.74,-1.12
6102203,TAS,Franklin,263.3,155.1,58.9,-0.83,108.2,41.1,0.83
6102204,TAS,Franklin,87.4,53.59,61.32,1.93,33.81,38.68,-1.93
6102205,TAS,Franklin,381.2,232,60.87,1.87,149.1,39.13,-1.87
6102206,TAS,Franklin,77.79,47.25,60.75,1.69,30.54,39.25,-1.69
6102207,TAS,Franklin,210,127.4,60.69,1.77,82.53,39.31,-1.77
6102211,TAS,Franklin,247.8,149.2,60.23,1.12,98.55,39.77,-1.12
6102212,TAS,Franklin,296.3,174.8,58.99,-0.98,121.5,41.01,0.98
6102213,TAS,Franklin,107.8,64.18,59.52,-0.44,43.66,40.48,0.44
6102214,TAS,Franklin,181.8,111.4,61.28,2.16,70.39,38.72,-2.16
6102215,TAS,Franklin,136.1,83.74,61.53,2.22,52.35,38.47,-2.22
6102216,TAS,Franklin,195.2,119.8,61.35,1.93,75.44,38.65,-1.93
6102218,TAS,Franklin,270.9,165.3,61.02,1.56,105.6,38.98,-1.56
6102220,TAS,Franklin,205,125,60.97,2.08,80.02,39.03,-2.08
6102221,TAS,Franklin,66.19,39.97,60.38,2.52,26.23,39.62,-2.52
6102223,TAS,Franklin,2.99,1.87,62.34,1.14,1.13,37.66,-1.14
6102224,TAS,Franklin,487.8,291,59.66,0.21,196.8,40.34,-0.21
6102225,TAS,Franklin,273,166.3,60.91,1.4,106.7,39.09,-1.4
6102226,TAS,Franklin,243.2,147.7,60.71,2.08,95.58,39.29,-2.08
6102227,TAS,Franklin,502.5,297,59.11,0.93,205.5,40.89,-0.93
6102228,TAS,Franklin,267.2,160,59.88,0.09,107.2,40.12,-0.09
6102229,TAS,Franklin,222.3,131.8,59.28,-0.74,90.51,40.72,0.74
6102230,TAS,Franklin,289.5,177.1,61.18,1.81,112.4,38.82,-1.81
6102231,TAS,Franklin,231.2,142.1,61.48,2.15,89.04,38.52,-2.15
6102232,TAS,Franklin,364.2,222.9,61.2,1.76,141.3,38.8,-1.76
6102233,TAS,Franklin,295.5,180.8,61.18,1.91,114.7,38.82,-1.91
6102301,TAS,Franklin,294.8,175.2,59.44,0.99,119.6,40.56,-0.99
6102302,TAS,Franklin,203.6,123.2,60.5,1.98,80.43,39.5,-1.98
6102303,TAS,Franklin,226.9,138.6,61.05,2.86,88.39,38.95,-2.86
6102304,TAS,Franklin,242.4,149.1,61.49,3.88,93.37,38.51,-3.88
6102305,TAS,Franklin,233.7,143.8,61.55,3.64,89.85,38.45,-3.64
6102306,TAS,Franklin,212.4,129.5,60.95,3.59,82.97,39.05,-3.59
6102307,TAS,Franklin,254.4,155.3,61.05,3.12,99.07,38.95,-3.12
6102308,TAS,Franklin,382,234.3,61.32,3.5,147.8,38.68,-3.5
6102309,TAS,Franklin,257.5,158.4,61.51,3.36,99.13,38.49,-3.36
6102310,TAS,Franklin,250.8,154,61.41,3.65,96.79,38.59,-3.65
6102311,TAS,Franklin,247.7,151.8,61.27,3.2,95.96,38.73,-3.2
6102312,TAS,Franklin,155.4,96.89,62.35,4.31,58.52,37.65,-4.31
6102313,TAS,Franklin,347.9,211.5,60.81,2.05,136.3,39.19,-2.05
6102314,TAS,Franklin,437.8,268.5,61.34,3.46,169.3,38.66,-3.46
6102315,TAS,Franklin,318.6,196.2,61.6,4.08,122.3,38.4,-4.08
6102316,TAS,Franklin,504.2,308.9,61.27,3.02,195.3,38.73,-3.02
6102317,TAS,Franklin,300.6,182.6,60.76,2.66,117.9,39.24,-2.66
6102318,TAS,Franklin,296.6,181.7,61.25,3.12,115,38.75,-3.12
6102319,TAS,Franklin,350.4,213,60.77,2.65,137.5,39.23,-2.65
6102320,TAS,Franklin,186,112.9,60.69,2.53,73.12,39.31,-2.53
6102321,TAS,Franklin,293.8,179.7,61.14,2.65,114.2,38.86,-2.65
6102322,TAS,Franklin,294.8,179.3,60.83,2.66,115.5,39.17,-2.66
6102323,TAS,Franklin,309.7,188.9,61.01,3.08,120.8,38.99,-3.08
6102324,TAS,Franklin,345.9,213.5,61.74,3.88,132.3,38.26,-3.88
6102325,TAS,Franklin,163.5,99.53,60.88,2.96,63.95,39.12,-2.96
6102326,TAS,Franklin,384.3,233.6,60.8,2.75,150.7,39.2,-2.75
6102401,TAS,Franklin,401,237.5,59.24,-0.22,163.4,40.76,0.22
6102402,TAS,Franklin,365.8,216,59.06,-0.38,149.8,40.94,0.38
6102403,TAS,Franklin,69.04,40.25,58.3,-1.94,28.79,41.7,1.94
6102404,TAS,Franklin,251.7,144.9,57.57,-2.3,106.8,42.43,2.3
6102405,TAS,Franklin,266.6,157.2,58.98,-0.69,109.3,41.02,0.69
6102406,TAS,Franklin,127.9,81.27,63.56,1.93,46.6,36.44,-1.93
6102407,TAS,Franklin,352,216.7,61.55,0.71,135.3,38.45,-0.71
6102408,TAS,Franklin,281,167.5,59.6,0.04,113.5,40.4,-0.04
6102409,TAS,Franklin,91.08,54.76,60.12,0.53,36.32,39.88,-0.53
6102410,TAS,Franklin,94.26,54.03,57.32,-2.56,40.23,42.68,2.56
6102411,TAS,Franklin,579.8,343.8,59.3,-0.28,236,40.7,0.28
6102412,TAS,Franklin,366.3,217.2,59.3,-0.26,149.1,40.7,0.26
6102414,TAS,Franklin,339.7,201.4,59.27,-0.34,138.4,40.73,0.34
6102415,TAS,Franklin,349.7,200.9,57.45,-2.51,148.8,42.55,2.51
6102416,TAS,Franklin,222.6,143.7,64.53,1.83,78.98,35.47,-1.83
6102417,TAS,Franklin,200.5,129.1,64.4,1.92,71.38,35.6,-1.92
6102418,TAS,Franklin,76.46,49.72,65.02,2.12,26.74,34.98,-2.12
6102419,TAS,Franklin,623.2,399.7,64.13,2.01,223.5,35.87,-2.01
6106901,TAS,Franklin,162,99.64,61.49,1.84,62.41,38.51,-1.84
6106902,TAS,Franklin,266.6,163.4,61.29,1.95,103.2,38.71,-1.95
6106903,TAS,Franklin,344.9,213.5,61.9,1.78,131.4,38.1,-1.78
6106904,TAS,Franklin,405.6,273.6,67.45,5.35,132,32.55,-5.35
6106905,TAS,Franklin,141.7,95.48,67.37,4.75,46.24,32.63,-4.75
6106906,TAS,Franklin,493.1,309.3,62.71,-1.09,183.9,37.29,1.09
6106907,TAS,Franklin,160.2,102.7,64.1,1.16,57.53,35.9,-1.16
6106908,TAS,Franklin,182.2,116.3,63.8,1.2,65.96,36.2,-1.2
6106909,TAS,Franklin,216.9,131.1,60.44,0.16,85.8,39.56,-0.16
6107001,TAS,Franklin,197.2,130.1,65.97,2.56,67.09,34.03,-2.56
6107002,TAS,Franklin,257.8,172.6,66.96,2.7,85.2,33.04,-2.7
6107003,TAS,Franklin,200.7,133.3,66.43,2.58,67.37,33.57,-2.58
6107004,TAS,Franklin,332.6,196.3,59.03,2.58,136.3,40.97,-2.58
6107005,TAS,Franklin,455.6,300.6,65.97,2.5,155.1,34.03,-2.5
6107006,TAS,Franklin,235.5,147.9,62.79,2.71,87.63,37.21,-2.71
6107007,TAS,Franklin,258,170.7,66.17,2.62,87.28,33.83,-2.62
6107008,TAS,Franklin,250.5,164.5,65.69,2.36,85.94,34.31,-2.36
6107009,TAS,Franklin,191.5,125.3,65.44,2.62,66.17,34.56,-2.62
6107010,TAS,Franklin,236.9,158.5,66.9,2.89,78.43,33.1,-2.89
6107011,TAS,Franklin,164.9,111.5,67.63,2.8,53.39,32.37,-2.8
6107012,TAS,Franklin,342.8,222.8,64.98,2.6,120,35.02,-2.6
6107101,TAS,Franklin,318.2,181.3,56.96,-4.03,137,43.04,4.03
6107102,TAS,Franklin,294,175.6,59.73,-2.17,118.4,40.27,2.17
6107103,TAS,Franklin,319.8,182.4,57.05,1.5,137.4,42.95,-1.5
6107104,TAS,Franklin,271.3,154.4,56.92,1.1,116.9,43.08,-1.1
6107105,TAS,Franklin,401.8,238.9,59.44,-1.45,163,40.56,1.45
6107106,TAS,Franklin,249.1,143.7,57.67,-3.63,105.5,42.33,3.63
6107107,TAS,Franklin,252.4,144.7,57.34,-3.84,107.7,42.66,3.84
6107108,TAS,Franklin,0.94,0.53,55.96,1.29,0.41,44.04,-1.29
6107109,TAS,Franklin,259.6,149.1,57.41,-2.51,110.6,42.59,2.51
6107110,TAS,Franklin,160.3,92.19,57.51,-4.05,68.11,42.49,4.05
6107201,TAS,Franklin,181.4,106.8,58.88,-1.56,74.6,41.12,1.56
6107202,TAS,Franklin,121.8,72.22,59.3,0.49,49.57,40.7,-0.49
6107203,TAS,Franklin,295.3,178.3,60.38,2.25,117,39.62,-2.25
6107204,TAS,Franklin,271.8,164.6,60.55,2.1,107.2,39.45,-2.1
6107205,TAS,Franklin,214,126.2,58.99,0.97,87.75,41.01,-0.97
6107206,TAS,Franklin,473,276.6,58.48,0.55,196.4,41.52,-0.55
6107207,TAS,Franklin,322,191.7,59.55,1.18,130.2,40.45,-1.18
6107208,TAS,Franklin,210.1,135.1,64.29,5.31,75.03,35.71,-5.31
6107209,TAS,Franklin,353.7,230.6,65.2,4.75,123.1,34.8,-4.75
6107210,TAS,Franklin,263.9,156,59.11,0.14,107.9,40.89,-0.14
6107211,TAS,Franklin,250.5,154.7,61.75,2.11,95.8,38.25,-2.11
6107212,TAS,Franklin,373.9,227.5,60.84,2.19,146.4,39.16,-2.19
6107213,TAS,Franklin,359.6,220.8,61.39,1.88,138.8,38.61,-1.88
6107214,TAS,Franklin,194.8,125.2,64.28,3.85,69.58,35.72,-3.85
6107215,TAS,Franklin,246.3,144.2,58.55,-1.78,102.1,41.45,1.78
6107216,TAS,Franklin,213.5,127.2,59.57,0.96,86.3,40.43,-0.96
6107217,TAS,Franklin,215.3,130.4,60.54,2.21,84.97,39.46,-2.21
6107218,TAS,Franklin,325.6,199.9,61.39,1.92,125.7,38.61,-1.92
6107219,TAS,Franklin,289.6,178.3,61.58,1.98,111.3,38.42,-1.98
6107220,TAS,Franklin,354.6,217.7,61.4,1.82,136.9,38.6,-1.82
6107221,TAS,Franklin,263.1,159.8,60.76,0.99,103.2,39.24,-0.99
2122801,VIC,Fraser,417.9,225.6,53.98,-6.33,192.3,46.02,6.33
2122802,VIC,Fraser,241.2,124,51.39,-6.04,117.3,48.61,6.04
2122803,VIC,Fraser,221.8,116.4,52.48,-7.66,105.4,47.52,7.66
2122812,VIC,Fraser,371.4,187.3,50.43,-6.27,184.1,49.57,6.27
2122813,VIC,Fraser,239.6,120.8,50.4,-5.84,118.8,49.6,5.84
2122814,VIC,Fraser,246.6,126.7,51.37,-6.94,119.9,48.63,6.94
2122815,VIC,Fraser,210,104.6,49.79,-6.64,105.5,50.21,6.64
2122816,VIC,Fraser,133.8,69.16,51.69,-6.17,64.62,48.31,6.17
2122817,VIC,Fraser,369,182.1,49.34,-6.94,186.9,50.66,6.94
2122819,VIC,Fraser,345.7,172.1,49.8,-6.07,173.5,50.2,6.07
2122820,VIC,Fraser,303,154.1,50.86,-6.53,148.9,49.14,6.53
2122821,VIC,Fraser,235.5,119.9,50.9,-6.06,115.6,49.1,6.06
2122822,VIC,Fraser,297.4,148.6,49.96,-6.04,148.8,50.04,6.04
2122823,VIC,Fraser,308.6,153.9,49.89,-6.21,154.6,50.11,6.21
2122824,VIC,Fraser,47.65,24.44,51.3,-5.64,23.2,48.7,5.64
2122826,VIC,Fraser,117.4,63.28,53.92,-5.61,54.08,46.08,5.61
2132801,VIC,Fraser,136.8,90.74,66.32,-4.58,46.09,33.68,4.58
2132802,VIC,Fraser,221.8,145.6,65.65,-4.81,76.17,34.35,4.81
2132803,VIC,Fraser,152.1,100.1,65.82,-4.72,51.97,34.18,4.72
2132804,VIC,Fraser,324.5,213.3,65.73,-4.46,111.2,34.27,4.46
2132805,VIC,Fraser,212,139.3,65.72,-5.34,72.67,34.28,5.34
2132806,VIC,Fraser,1.89,1.3,68.98,-3.98,0.59,31.02,3.98
2132807,VIC,Fraser,160.4,106.9,66.65,-4.41,53.51,33.35,4.41
2132808,VIC,Fraser,201.6,134.8,66.86,-3.58,66.8,33.14,3.58
2132809,VIC,Fraser,144.6,95.74,66.21,-3.11,48.87,33.79,3.11
2132810,VIC,Fraser,162.4,107.7,66.3,-3.52,54.73,33.7,3.52
2132811,VIC,Fraser,162.5,107.6,66.25,-3.38,54.84,33.75,3.38
2132812,VIC,Fraser,121.9,81.31,66.68,-3.31,40.64,33.32,3.31
2132813,VIC,Fraser,216.8,142.9,65.91,-3.76,73.91,34.09,3.76
2132814,VIC,Fraser,210.1,139.5,66.39,-3.69,70.63,33.61,3.69
2132815,VIC,Fraser,244.1,161.2,66.02,-3.94,82.94,33.98,3.94
2132816,VIC,Fraser,260.3,171.7,65.98,-5.43,88.54,34.02,5.43
2132817,VIC,Fraser,148.6,99.69,67.07,-4.71,48.94,32.93,4.71
2132818,VIC,Fraser,182.5,121.4,66.54,-4.28,61.06,33.46,4.28
2132819,VIC,Fraser,397.1,261.1,65.75,-4.71,136,34.25,4.71
2132901,VIC,Fraser,304.1,199.4,65.58,-7.15,104.7,34.42,7.15
2132902,VIC,Fraser,359.9,236.5,65.7,-7.32,123.4,34.3,7.32
2132903,VIC,Fraser,225.2,147.7,65.58,-7.18,77.51,34.42,7.18
2132904,VIC,Fraser,211,137.9,65.34,-7.07,73.15,34.66,7.07
2132905,VIC,Fraser,245.6,161.2,65.67,-7.36,84.31,34.33,7.36
2132906,VIC,Fraser,264.9,174.7,65.97,-7.23,90.13,34.03,7.23
2132907,VIC,Fraser,248.3,163,65.64,-7.3,85.33,34.36,7.3
2132908,VIC,Fraser,353,231.3,65.51,-6.88,121.8,34.49,6.88
2132909,VIC,Fraser,410.1,267.6,65.25,-7.28,142.5,34.75,7.28
2132910,VIC,Fraser,200.7,131.4,65.46,-7.16,69.33,34.54,7.16
2132911,VIC,Fraser,273,178.8,65.48,-6.75,94.21,34.52,6.75
2132912,VIC,Fraser,458.5,300.2,65.48,-7.01,158.3,34.52,7.01
2132913,VIC,Fraser,269.4,176.6,65.56,-7.13,92.78,34.44,7.13
2132914,VIC,Fraser,343.8,224.9,65.41,-6.96,118.9,34.59,6.96
2132915,VIC,Fraser,284.5,186.6,65.59,-6.96,97.9,34.41,6.96
2132916,VIC,Fraser,396.8,259.5,65.39,-6.93,137.3,34.61,6.93
2132917,VIC,Fraser,323.2,211.3,65.39,-7.03,111.9,34.61,7.03
2132918,VIC,Fraser,204.7,134.4,65.66,-6.99,70.3,34.34,6.99
2132919,VIC,Fraser,157.2,104,66.19,-7.27,53.14,33.81,7.27
2133009,VIC,Fraser,0.95,0.62,65.02,,0.33,34.98,
2133010,VIC,Fraser,0.96,0.57,59.33,,0.39,40.67,
2133014,VIC,Fraser,51.77,33.52,64.75,-7.55,18.25,35.25,7.55
2133045,VIC,Fraser,86.48,56.34,65.15,-7.2,30.14,34.85,7.2
2133101,VIC,Fraser,271.7,187.4,68.99,-5.98,84.25,31.01,5.98
2133102,VIC,Fraser,145,99.37,68.52,-5.95,45.65,31.48,5.95
2133103,VIC,Fraser,382.8,258.8,67.6,-6.41,124,32.4,6.41
2133105,VIC,Fraser,254.8,173.5,68.08,-6.35,81.34,31.92,6.35
2133106,VIC,Fraser,208.8,143.1,68.56,-6.35,65.63,31.44,6.35
2133107,VIC,Fraser,200.8,136.4,67.96,-6.33,64.33,32.04,6.33
2133108,VIC,Fraser,273.4,185.4,67.79,-6.39,88.07,32.21,6.39
2133109,VIC,Fraser,246.1,163.8,66.59,-6.01,82.22,33.41,6.01
2133110,VIC,Fraser,244.8,165.8,67.7,-6.24,79.09,32.3,6.24
2133111,VIC,Fraser,282.9,189.5,66.99,-6.72,93.37,33.01,6.72
2133112,VIC,Fraser,123.9,81.61,65.84,-6.78,42.34,34.16,6.78
2133113,VIC,Fraser,196.2,133.2,67.87,-6.68,63.04,32.13,6.68
2133114,VIC,Fraser,148.7,101,67.92,-6.61,47.72,32.08,6.61
2133115,VIC,Fraser,160.1,107.6,67.21,-6.61,52.48,32.79,6.61
2133116,VIC,Fraser,163.8,110.4,67.42,-6.65,53.37,32.58,6.65
2133117,VIC,Fraser,416.6,282.1,67.73,-6.59,134.4,32.27,6.59
2133118,VIC,Fraser,178.6,120.7,67.56,-6.5,57.93,32.44,6.5
2133119,VIC,Fraser,213.8,141.5,66.18,-6.27,72.31,33.82,6.27
2133120,VIC,Fraser,173.8,117.7,67.68,-6.22,56.18,32.32,6.22
2133121,VIC,Fraser,261.3,176.5,67.57,-6.43,84.73,32.43,6.43
2133122,VIC,Fraser,231.9,159.3,68.69,-6.41,72.61,31.31,6.41
2133123,VIC,Fraser,175.2,113.9,65.02,-5.12,61.3,34.98,5.12
2133201,VIC,Fraser,317,197.4,62.29,-7.24,119.5,37.71,7.24
2133202,VIC,Fraser,180,113.5,63.03,-6.8,66.54,36.97,6.8
2133203,VIC,Fraser,246.2,148,60.13,-6.58,98.14,39.87,6.58
2133204,VIC,Fraser,186.8,113.3,60.66,-7.11,73.49,39.34,7.11
2133205,VIC,Fraser,166.4,101,60.72,-6.65,65.36,39.28,6.65
2133206,VIC,Fraser,175.8,105.7,60.14,-6.62,70.08,39.86,6.62
2133207,VIC,Fraser,226.4,139,61.38,-7.07,87.45,38.62,7.07
2133208,VIC,Fraser,237,143.3,60.48,-6.94,93.67,39.52,6.94
2133209,VIC,Fraser,225.8,141.2,62.53,-6.79,84.59,37.47,6.79
2133211,VIC,Fraser,318.3,196.2,61.66,-6.97,122,38.34,6.97
2133212,VIC,Fraser,223.9,139.4,62.25,-6.69,84.53,37.75,6.69
2133213,VIC,Fraser,286.2,176.8,61.79,-6.47,109.3,38.21,6.47
2133214,VIC,Fraser,237.6,146,61.46,-8.92,91.56,38.54,8.92
2133216,VIC,Fraser,319.4,193.8,60.69,-8.76,125.6,39.31,8.76
2133217,VIC,Fraser,316.7,198.2,62.59,-6.7,118.5,37.41,6.7
2133218,VIC,Fraser,138.5,86.59,62.54,-6.49,51.86,37.46,6.49
2133219,VIC,Fraser,229.1,142.6,62.22,-6.78,86.56,37.78,6.78
2133220,VIC,Fraser,261.9,161.2,61.56,-9.04,100.7,38.44,9.04
2133221,VIC,Fraser,238,150.5,63.24,-6.93,87.5,36.76,6.93
2133222,VIC,Fraser,198.1,119.7,60.4,-6.67,78.46,39.6,6.67
2133223,VIC,Fraser,228,143,62.71,-6.98,85.03,37.29,6.98
2133224,VIC,Fraser,181.2,109.8,60.59,-9.55,71.41,39.41,9.55
2133225,VIC,Fraser,254.1,155.2,61.09,-9.25,98.89,38.91,9.25
2133226,VIC,Fraser,164.6,100.2,60.88,-9.51,64.38,39.12,9.51
2133227,VIC,Fraser,298.9,186.6,62.44,-7.07,112.3,37.56,7.07
2133228,VIC,Fraser,225.4,141.9,62.94,-6.94,83.53,37.06,6.94
2133229,VIC,Fraser,182.9,111.6,61.03,-7.25,71.27,38.97,7.25
2133230,VIC,Fraser,200.9,125.9,62.64,-6.81,75.06,37.36,6.81
2133231,VIC,Fraser,237.8,148.1,62.3,-6.85,89.64,37.7,6.85
2133232,VIC,Fraser,413.8,259.7,62.77,-6.93,154.1,37.23,6.93
2133233,VIC,Fraser,181.9,113.8,62.55,-6.75,68.1,37.45,6.75
2133235,VIC,Fraser,286.3,172.5,60.24,-7.27,113.9,39.76,7.27
2133236,VIC,Fraser,123.6,76.89,62.21,-6.71,46.71,37.79,6.71
2133237,VIC,Fraser,259.8,158.6,61.03,-9.26,101.3,38.97,9.26
2133238,VIC,Fraser,135.2,82.06,60.68,-9.35,53.18,39.32,9.35
2133239,VIC,Fraser,182.5,112.2,61.49,-6.56,70.29,38.51,6.56
2133240,VIC,Fraser,168.2,104.6,62.15,-8.71,63.67,37.85,8.71
2133301,VIC,Fraser,302.2,205.2,67.9,-8.08,97.01,32.1,8.08
2133302,VIC,Fraser,196.4,131.8,67.11,-7.84,64.59,32.89,7.84
2133303,VIC,Fraser,194.4,131.2,67.51,-8.04,63.16,32.49,8.04
2133305,VIC,Fraser,253.1,169.9,67.1,-7.86,83.28,32.9,7.86
2133306,VIC,Fraser,152.6,102.4,67.07,-8.12,50.25,32.93,8.12
2133314,VIC,Fraser,346.5,234.3,67.62,-8.06,112.2,32.38,8.06
2133315,VIC,Fraser,348.6,237,67.98,-8.11,111.6,32.02,8.11
2133316,VIC,Fraser,161.8,108.3,66.97,-7.9,53.43,33.03,7.9
2133317,VIC,Fraser,178.7,118.9,66.52,-7.83,59.82,33.48,7.83
2133318,VIC,Fraser,261,174.4,66.81,-8.02,86.63,33.19,8.02
2133319,VIC,Fraser,297,198.8,66.94,-7.76,98.17,33.06,7.76
2133320,VIC,Fraser,234.9,157.3,66.98,-7.88,77.56,33.02,7.88
2133321,VIC,Fraser,272.9,183.8,67.34,-8.03,89.14,32.66,8.03
2133326,VIC,Fraser,216.7,147,67.84,-8,69.69,32.16,8
2133327,VIC,Fraser,165.8,111.3,67.14,-7.73,54.46,32.86,7.73
